Code,Name,Surname,,,,,Status,Contact,line_id,lct,rou_id,ที่อยู่,กลุ่มลูกค้า,ประเภท,เบอร์โทร,count
CU-2100144,หมูปลาร้า,ตลาดนัดโลตัส นฐ,,,,,,,,,VP16,,VP,VP01,,1
CU-2100145,เติมสุขน้ำส้ม,ตลาดนัดโลตัส นฐ,,,,,,,,,VP16,,VP,VP01,,1
CU-2100146,สิรินธร,0110, 143/32 หมู่ 2 ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-3781822,1
CU-2100147,ลาดปลาเค้า,0094, 37/6 หมู่9 ต.บางแขม อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,089-8365522,1
CU-2100148,สระกระเทียม,0242, 115 หมู่ 1 ตำบลสวนป่าน อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,095-2098875,1
CU-2100149,หนองโพ,0076, 153 หมู่ 9 ต.หนองโพ อ.โพธาราม จ.ราชบุรี 70120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9431740,1
CU-2100150,ดอนทราย,0128, 82/30 หมู่ 9 ต.ดอนทราย อ.โพธาราม จ.ราชบุรี 70120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-3780274,1
CU-2100151,หลุมดิน,0325, 94  หมู่ที่ 6  ตำบลหลุมดิน  อำเภอเมืองราชบุรี  จังหวัดราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,063-8431042,1
CU-2100152,บ้านไร่,0300, 351 หมู่ 4 ต.บ้านไร่ อ.ดำเนินสะดวก จ.ราชบุรี 70130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9443871,1
CU-2100153,ดอนตะโก,0119, 252/7 หมู่ 3 ต.ดอนตะโก อ.เมืองราชบุรี จ.ราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9438472,1
CU-2100154,เมืองทอง,0040, 99/4 ถ.สมบูรณ์กุล ต.หน้าเมือง อ.เมืองราชบุรี จ.ราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9445070,1
CU-2100155,แยกต้นสำโรง,0129,37/26 ถ.เจดีย์หัก ต.หน้าเมือง อ.เมืองราชบุรี จ.ราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-3789174,1
CU-2100156,เขาวัง,0043, 152 หมู่ 10 ต.เจดีย์หัก อ.เมืองราชบุรี จ.ราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9443917,1
CU-2100157,เจดีย์หัก,0029,225/3 หมู่ 11 ต.เจดีย์หัก อ.เมืองราชบุรี จ.ราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9443746,1
CU-2100158,เขางู,0055,240 หมู่ 5 ต.เจดีย์หัก อ.เมืองราชบุรี จ.ราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-3782060,1
CU-2100159,จอมบึง2,0030, 680 หมู่ 3 ต.จอมบึง อ.จอมบึง จ.ราชบุรี 70150,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9443752,1
CU-2100160,จอมบึง 1,0008, 299/18 หมู่ 3 ต.จอมบึง อ.จอมบึง จ.ราชบุรี 70150,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9443520,1
CU-2100161,ด่านทับตะโก,0089, 91 หมู่1 ต.ด่านทับตะโก อ.จอมบึง จ.ราชบุรี 70150,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9432266,1
CU-2100162,ชัฎป่าหวาย,0050, 5/20 หมู่ 1 ต.ป่าหวาย อ.สวนผึ้ง จ.ราชบุรี 70180,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9443968,1
CU-2100163,สวนผึ้ง,0082, 140/3 หมู่1 ต.สวนผึ้ง อ.สวนผึ้ง จ.ราชบุรี 70180,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-3781331,1
CU-2100164,บ้านคา,0137, 43/7 หมู่ 1 ต.บ้านคา อ.บ้านคา จ.ราชบุรี 70180,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-3781610,1
CU-2100165,ห้วยชินสีห์,0066, 143/4 หมู่7 ต.อ่างทอง อ.เมือง จ.ราชบุรี 70000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,081-9447815,1
CU-2100166,ตลาดนัดบ้านนา ,0430, 245  หมู่ที่ 1  ตำบลโพรงมะเดื่อ  อำเภอเมืองนครปฐม  จังหวัดนครปฐม  73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ01,,CJ,CJ01,095-3845621,1
CU-2100167,บึงกระจับ,0339, 24/12  หมู่ที่ 5  ตำบลหนองอ้อ  อำเภอบ้านโป่ง  จังหวัดราชบุรี  70110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,064-1480926,1
CU-2100168,โป่งดุสิต,0064, 110/19 ถ.หลังสถานี ต.บ้านโป่ง อ.บ้านโป่ง จ.ราชบุรี 70110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9951672,1
CU-2100169,ปากแรต,0091, 13/17 ถ.ค่ายหลวง ต.บ้านโป่ง อ.บ้านโป่ง จ.ราชบุรี 70110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9418338,1
CU-2100170,เบิกไพร,0087,86/17-19 หมู่6 ต.เบิกไพร อ.บ้านโป่ง จ.ราชบุรี 70110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-8562266,1
CU-2100171,ไผ่สามเกาะ,0231, 127 หมู่ 17 ต.เขาขลุง อ.บ้านโป่ง จ.ราชบุรี 70110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,092-2506437,1
CU-2100172,เขาขวาง,0078, 163 หมู่6 ต.นางแก้ว อ.โพธาราม จ.ราชบุรี 70120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-8309535,1
CU-2100173,ท่าชุมพล,0323, 253 หมู่ที่ 2 ตำบลท่าชุมพล อำเภอโพธาราม จังหวัดราชบุรี 70120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,064-6268148,1
CU-2100174,ท่าวัด,0002, 18 ถ.ท่าวัด ต.โพธาราม อ.โพธาราม จ.ราชบุรี 70120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9443631,1
CU-2100175,ตลาดโพธาราม,0239, 209 ถนนโชคชัย  ตำบลโพธาราม  อำเภอโพธาราม  จังหวัดราชบุรี 70120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,064-3017502,1
CU-2100176,บ้านฆ้อง,0131, 121/1 หมู่ 2 ต.บ้านฆ้อง อ.โพธาราม จ.ราชบุรี 70120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-3789107,1
CU-2100177,บางแพ,0045, 167/5 หมู่ 5 ต.บางแพ อ.บางแพ จ.ราชบุรี 70160,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9443927,1
CU-2100178,บ้านไร่ชาวเหนือ,0058, 351 หมู่ 4 ต.บ้านไร่ อ.ดำเนินสะดวก จ.ราชบุรี 70130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-3782871,1
CU-2100179,โพหัก,0048, 192 หมู่ 3 ต.โพหัก อ.บางแพ จ.ราชบุรี 70160,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9445018,1
CU-2100180,ประสาทสิทธิ์,0063, 413 หมู่ 5 ต.ประสาทสิทธิ์ อ.ดำเนินสะดวก จ.ราชบุรี 70130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9950648,1
CU-2100181,ดอนกรวย,0495, 107/6 หมู่ที่ 5  ตำบลดอนกรวย  อำเภอดำเนินสะดวก  จังหวัดราชบุรี  70130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,097-0755873,1
CU-2100182,ดำเนิน 1,0025, 162 หมู่ 4 ต.ท่านัด อ.ดำเนินสะดวก จ.ราชบุรี 70130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9443869,1
CU-2100183,ตลาดน้ำดำเนิน2,0099, 399 หมู่9 ต.ดำเนินสะดวก อ.ดำเนินสะดวก จ.ราชบุรี 70130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,089-8373331,1
CU-2100184,วัดเพลง,0059, 59/1 หมู่ 5 ต.วัดเพลง อำภอวัดเพลง จ.ราชบุรี 70170,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-9818496,1
CU-2100185,ปากท่อ1,0270, 399  หมู่ที่ 1  ตำบลปากท่อ  อำเภอปากท่อ  จังหวัดราชบุรี  70140,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,092-2500460,1
CU-2100186,ปากท่อ3,0143, 404 หมู่ 4 ต.ดอนทราย อ.ปากท่อ จ.ราชบุรี 70140,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-2991057,1
CU-2100187,ปากท่อ2,0056, 134/1 หมู่ 4 ต.ดอนทราย อ.ปากท่อ จ.ราชบุรี 70140,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,081-3782853,1
CU-2100188,บ้านฆ้องน้อย,0571,,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ02,,CJ,CJ01,,1
CU-2100189,ชุมชนจันทราคามพิทักษ์,0223, 51/3 ถ.สนามจันทร์ ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,098-2612413,1
CU-2100190,เหนือวัง,0051, 18 ถ.ข้างวัง ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-9443960,1
CU-2100191,สวนตะไคร้,0052, 41/2 ถ.สวนตะไคร้ ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-9445029,1
CU-2100192,ลำพยา,0121, 35/1 หมู่ 3 ต.ลำพยา อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-3781953,1
CU-2100193,โพรงมะเดื่อ,0276, 18/23  หมู่ที่  14  ตำบลโพรงมะเดื่อ อำเภอเมืองนครปฐม  จังหวัดนครปฐม  73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,061-3841236,1
CU-2100194,วัดลาดหญ้าไทร ,0474, 177  หมู่ที่ 10  ตำบลห้วยขวาง  อำเภอกำแพงแสน จังหวัดนครปฐม  73140,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,084-1091976,1
CU-2100195,หนองงูเหลือม ,0429,,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,095-3847827,1
CU-2100196,ห้วยกระบอก,0086, 117/12 หมู่ 9 ต.กรับใหญ่ อ.บ้านโป่ง จ.ราชบุรี 70110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-7050550,1
CU-2100197,วัดกำแพงแสน,0014,,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,,1
CU-2100198,กำแพงแสน,0046, 244 หมู่ 1 ต.กำแพงแสน อ.กำแพงแสน จ.นครปฐม 73140,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,,1
CU-2100199,วังน้ำเขียว,0547,,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,,1
CU-2100200,สระพัฒนา,0284, 27  หมู่ที่ 2  ตำบลสระพัฒนา  อำเภอกำแพงแสน  จังหวัดนครปฐม  73140,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,064-1590947,1
CU-2100201,บางหลวง,0142, 238 หมู่ 6 ต.บางหลวง อ.บางเลน จ.นครปฐม 73130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-2991034,1
CU-2100202,บางเลน,0343, 518  หมู่ที่ 8 ตำบลบางเลน  อำเภอบางเลน  จังหวัดนครปฐม  73130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,064-1482849,1
CU-2100203,ตลาดโรงยาง,0290, 216 หมู่ที่ 13 ตำบลบางปลา อำเภอบางเลน จังหวัดนครปฐม 73130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,097-0759705,1
CU-2100204,นราภิรมย์,0285, 229  หมู่ที่ 3  ตำบลนราภิรมย์  อำเภอบางเลน  จังหวัดนครปฐม  73130,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,064-1591013,1
CU-2100205,ศาลายา,0105, 179/10 หมู่ 5 ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-9415552,1
CU-2100206,ห้วยพลู,0015, 278/1 หมู่ 1 ต.ห้วยพลู อ.นครชัยศรี จ.นครปฐม 73120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-9443498,1
CU-2100207,แหลมบัว,0507,,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,,1
CU-2100208,บางพระ,0116, 28/41 หมู่ 1 ต.บางพระ อ.นครชัยศรี จ.นครปฐม 73120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-3780433,1
CU-2100209,บ้านหลวง,0411, 16/1  หมู่ที่ 4  ตำบลดอนพุทรา อำเภอดอนตูม  จังหวัดนครปฐม  73150,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,097-2790875,1
CU-2100210,ดอนตูม,0012, 186 หมู่ 1 ต.สามง่าม อ.ดอนตูม จ.นครปฐม 73150,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,081-9443563,1
CU-2100211,วัดตาก้อง,0287, 147/2 หมู่ที่ 10 ตำบลตาก้อง อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,064-1590965,1
CU-2100212,วัดพะเนียงแตก,0493,,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ03,,CJ,CJ01,,1
CU-2100213,ห้วยจรเข้,0057, 19/1 หมู่ 6 ต.ห้วยจรเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-3782876,1
CU-2100214,ทุ่งพระเมรุ,0138, 241 ถ.ทวาราวดี ต.ห้วยจรเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-3783170,1
CU-2100215,วัดไผ่ล้อม,0132, 18/2 ถ.ไผ่เตย ต.ห้วยจรเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-3789137,1
CU-2100216,ต้นสน,0053, 44 ถ.ราชดำเนิน ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-9443926,1
CU-2100217,ประปานาสร้าง,0074, 9/1 ถ.นาสร้าง ต.นครปฐม อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-8568240,1
CU-2100218,สี่แยกวัดกลาง,0225, 16 ถ.ถวิลราษฎรบูรณะ ต.บ่อพลับ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,098-2612421,1
CU-2100219,บ่อพลับ,0159, 383 ถ.ทหารบก ต.บ่อพลับ อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-3780912,1
CU-2100220,หน้าวัด3กระบือเผือก,0176, 5/7 หมู่ 4 ต.สามควายเผือก อ.เมืองงนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-2990347,1
CU-2100221,พุทธมณฑลสาย7,0185, 59/54 หมู่ 2 ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-2990355,1
CU-2100222,วัดไร่ขิง,0072, 69/28 หมู่6 ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-9440935,1
CU-2100223,ดอนหวาย ,0477, 4/2  หมู่ที่ 5  ตำบลบางกระทึก  อำเภอสามพราน  จังหวัดนครปฐม  73210,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,064-2286532,1
CU-2100224,นครชื่นชุ่ม,0412, 168/5  หมู่ที่ 7  ตำบลกระทุ่มล้ม อำเภอสามพราน  จังหวัดนครปฐม  73220,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,064-7957819,1
CU-2100225,ซอยไวไว,0446, 6/256 หมู่ที่ 7 ตำบลไร่ขิง อำเภอสามพราน จังหวัดนครปฐม 73210,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,064-5704587,1
CU-2100226,เทียนดัด 2,0123, 43/10 หมู่ 1 ต.บ้านใหม่ อ.สามพราน จ.นครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-3782843,1
CU-2100227,เทียนดัด,0079, 99/5 หมู่1 ต.บ้านใหม่ อ.สามพราน จ.นครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-7363838,1
CU-2100228,สามพราน,0013, 236/9 หมู่ 8 ต.สามพราน อ.สามพราน จ.นครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-9443506,1
CU-2100229,แยกอนุสาวรีย์,0189, 29/64 หมู่ 1 ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-9443583,1
